,Tweets
2859,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2860,"An accurate &amp; appropriately  articulated memes by my love Rudra @imrudrabha @iamrudrabha 😊❤️💥🔥 on why we should ✅Boycott Brahmastra movie ✅ 

 #FlopBrahmastra. 👎

#BoycottBrahmastra

#BoycottBollywood

Images  credit - My Rudra @imrudrabha @iamrudrabha 😊❤️ https://t.co/Ak31wvA2Ef https://t.co/ELP0shuUes"
2861,"RT @seeuatthemovie: never getting over this #Brahmastra 
https://t.co/zjplXb92V4"
2862,"RT @KreatelyMedia: 🚨 Facts

🔸In Mar 2021, AK quit Twitter
🔸Today KJo quit Twitter
🔸SAK is not even on Twitter

So after the Blockbuster hit…"
2863,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2864,"RT @seeuatthemovie: never getting over this #Brahmastra 
https://t.co/zjplXb92V4"
2865,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
2866,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2867,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
2868,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2869,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2870,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
2871,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2872,RT @India_Progress: Bollywood is in deep deep trouble as movie after movie after movie has been a flop. Brahmastra 1 is actually a flop as…
2873,"RT @Harmindarboxoff: 400 + cr club of 2022 till now as per world wide net figures
#RRR 
#Kgf2
#Vikram 
#Brahmastra
#PS1"
2874,RT @oldschoolmonk: He couldn't withstand trolling over Brahmastra 😅 https://t.co/ApXYyOJf4N
2875,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2876,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2877,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2878,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2879,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2880,RT @snowspeaketh: I can remember how last pages of my notebooks used to be full of Shaktimaan sketches.Never thought it would be possible f…
2881,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2882,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
2883,RT @Harmindarboxoff: #Brahmastra movie has been given Clean hit by critics keeping in mind the economic inflation and the post pandemic rev…
2884,"RT @box_oficeIndian: Highest grossing Bollywood movies year wise

2022 - #Brahmastra   
2021 - #Sooryavanshi
2020 - #Tanhaji
2019 - #War
20…"
2885,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2886,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2887,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
2888,RT @India_Progress: Bollywood is in deep deep trouble as movie after movie after movie has been a flop. Brahmastra 1 is actually a flop as…
2889,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2890,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2891,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2892,RT @Atlanta4S: An accurate &amp; appropriately  articulated memes by my love Rudra @imrudrabha @iamrudrabha 😊❤️💥🔥 on why we should ✅Boycott Bra…
2893,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2894,"An accurate &amp; appropriately  articulated memes by my love Rudra @imrudrabha @iamrudrabha 😊❤️💥🔥 on why we should ✅Boycott Brahmastra movie ✅ 

 #FlopBrahmastra. 👎

#BoycottBrahmastra

#BoycottBollywood

Images  credit - My Rudra @imrudrabha @iamrudrabha 😊❤️ https://t.co/kQ7O1kIVYc https://t.co/E97ez2h7Xt"
2895,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2896,"RT @tollymasti: #Brahmastra 28 Days collections ✅
#Ranbirkapoor #AliaBhatt #Nagarjuna #Mouniroy #AmitabhBachchan 
Follow us 👉 @tollymasti h…"
2897,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2898,"RT @SRKMIDDLEFINGER: Best Cameo of 2022! 
No debate 🔥

#ShahRukhKhan𓀠 #Brahmastra https://t.co/2lwm5RGeuV"
2899,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
2900,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2901,RT @KattarKapoor: Brahmastra Budget is in-between  250 to 300 cr.. and not 400 or 600  lol https://t.co/GhUsGPZZES
2902,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2903,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2904,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2905,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
2906,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2907,"RT @AndhraBoxOffice: #Brahmastra  has shown some growth in 2nd Weekend. But the 1st Weekdays Drop means, it is still no where near the requ…"
2908,@PrabhasDynasty @LohithaRaju Not just for prabhas but d entire film. Bcoz brahmastra hit at boxoffice despite negativity and now adipurush same happening.
2909,"RT @toheedx_: 2022 is all about Alia Bhatt🫶🏻
Gangu
Isha
Badrunissa
Sita⭐️

#AliaBhatt #Brahmastra #GangubaiKathiawadi #Darlings #RRR https:…"
2910,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2911,"RT @tollymasti: #Brahmastra 28 Days collections ✅
#Ranbirkapoor #AliaBhatt #Nagarjuna #Mouniroy #AmitabhBachchan 
Follow us 👉 @tollymasti h…"
2912,"RT @go4ashi: It has been reported that After the epic flop of #Brahmastra movie, @karanjohar decided to step down as Producer and decided t…"
2913,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2914,RT @MamasGeeky: Brahmastra Part One: Shiva absolutely blew me away. My first experience with a Bollywood movie and this has me all in. It f…
2915,RT @Bishal_rajj: I liked this Concept of #Brahmastra .. They should have shown this connection more Perfectly..The Scientist Mohan Bhargav…
2916,RT @CinemaPoint1: BEST VFX? #VikrantRona and #Brahmastra https://t.co/XIU6xpKPZy
2917,@ishkarnBHANDARI @TherealVarsha He lost so much money with Brahmastra that he realized no point on staying on twitter. As people trolled him and he expected so much love here. 🤣😂
2918,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2919,"RT @tollymasti: #Brahmastra 28 Days collections ✅
#Ranbirkapoor #AliaBhatt #Nagarjuna #Mouniroy #AmitabhBachchan 
Follow us 👉 @tollymasti h…"
2920,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
2921,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2922,RT @CinemaPoint1: #Brahmastra worldwide box office ₹ 430 crore as of today. #RanbirKapoor and #AliaBhatt’s first landmark film.
2923,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2924,@Harmindarboxoff What about Vikram Vedha &amp; Brahmastra
2925,@Dhanush84691390 @taran_adarsh And Amithabh has already done Brahmastra an action fantasy movie plus 3 years ago he did full fledged action movie Thugs of Hindustan plus his liver is full gone due to Hepatitis still he works it's a slap on youth . About Rajni Sir he is still 71
2926,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2927,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
2928,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2929,RT @NishitShawHere: #Brahmastra almost SOLD OUT in Thailand 🇹🇭🔥🔥🔥 All credits to #AliaBhatt for her popularity in the country post #Ganguba…
2930,RT @Harmindarboxoff: I heard from that @kamaalrkhan has used mine and @taran_adarsh name in his latest video today and called the collectio…
2931,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2932,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2933,"RT @sjlpdr: @UmairSandu Aur Mani Ratnam sir ki wife se expose hokar kaisa lag rha??
#Brahmastra is a success. And for proof Part 2&amp;3 are of…"
2934,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2935,"@box_oficeIndian I don't understand what r d criteria 4 this selection? Brahmastra has jst crossed it's budget. It has made a profit of less than 1%. Shld it be considered 2 be added in d list which mostly hve highly profitable movies.
Or is it just a list of gross in gen irrespective of failure"
2936,"RT @letscinema: #LetsCinema EXCLUSIVE. Current totals for Indian films at the UK box office 🇬🇧

1. Ponniyin Selvan - £1,118,306
2. Brahmast…"
2937,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
2938,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2939,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2940,"RT @KreatelyMedia: 🚨 Facts

🔸In Mar 2021, AK quit Twitter
🔸Today KJo quit Twitter
🔸SAK is not even on Twitter

So after the Blockbuster hit…"
2941,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
2942,"RT @GemsOfBollywood: Despite millions of followers and #Brahmastra becoming the greatest blockbuster since birth of universe, #KaranJohar's…"
2943,"RT @black_demon_5: Still Katrina has more and various dialogues  in promo jitne alia ke pure brahmastra movie me nahi the.
Shhhivvva
#Katri…"
2944,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
2945,RT @kat_bp_loverrr: The fact that you watched the trailer of an actor you don't like and watched it till the end. Well can't blame you it w…
2946,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
2947,@GemsOfBollywood i think bollywood is intentionally showing inflated price of a movie as Let's say What would be the cost of Brahmastra 200 to 300 crore but they tell it costed us 600 crores so even after earning 400 crores
2948,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
2949,"RT @KreatelyMedia: 🚨 Facts

🔸In Mar 2021, AK quit Twitter
🔸Today KJo quit Twitter
🔸SAK is not even on Twitter

So after the Blockbuster hit…"
2950,RT @kamaalrkhan: Film #Brahmastra has become the biggest flop in the history of Bollywood. Watch to know why? RT for others. https://t.co/X…
2951,"RT @aBunny_RK: The real tension begins here 
#Brahmastra https://t.co/I9zKUvaWZw"
2952,#Brahmastra worldwide box office ₹ 430 crore as of today. #RanbirKapoor and #AliaBhatt’s first landmark film.
2953,"RT @Harmindarboxoff: I personally feel from the hints given in part 1 of #Brahmastra , that #RanbirKapoor will be Dev , he will undergo mas…"
2954,"RT @UmairSandu: #Brahmastra Final Verdict = FLOP ! 

Hindi Media Continue to Fool the Public with HIT verdict. 😝"
2955,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
2956,"RT @GemsOfBollywood: As per current assessment, #Brahmastra has been a bigger loss for its producers than #VikramVedha and hence retains th…"
